"V1" "V2" "V3" "V4" "V5" "V6"
"SV726" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV727" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Halomonadaceae" "Halomonas"
"SV728" "Bacteria" "Actinobacteria" "Actinobacteria" "Kineosporiales" "Kineosporiaceae" NA
"SV729" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV730" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia"
"SV731" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV732" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacter"
"SV733" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV734" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Amaricoccus"
"SV735" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Barnesiella"
"SV736" "Eukaryota" NA NA NA NA NA
"SV737" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Cellulosilyticum"
"SV738" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV739" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Ketogulonicigenium"
"SV740" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV741" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Sellimonas"
"SV742" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV743" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Tardiphaga"
"SV744" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV745" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-014"
"SV746" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV747" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Subdoligranulum"
"SV748" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella_7"
"SV749" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"SV750" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Rikenella"
"SV751" "Bacteria" NA NA NA NA NA
"SV752" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV753" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV754" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiales_Incertae_Sedis" "Candidatus_Microthrix"
"SV755" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV756" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA
"SV757" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Tateyamaria"
"SV758" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" "Coriobacteriaceae" "Enorma"
"SV759" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Neorhizobium"
"SV760" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Family_XI" "Helcococcus"
"SV761" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV762" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Amaricoccus"
"SV763" "Eukaryota" NA NA NA NA NA
"SV764" "Bacteria" NA NA NA NA NA
"SV765" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV766" "Bacteria" "Tenericutes" "Mollicutes" "Mollicutes_RF9" NA NA
"SV767" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Dyadobacter"
"SV768" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" NA NA
"SV769" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV770" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"SV771" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Ramlibacter"
"SV772" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Thalassobius"
"SV773" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" "Coriobacteriaceae" "Atopobium"
"SV774" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV775" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV776" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Marisediminicola"
"SV777" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Bogoriellaceae" "Georgenia"
"SV778" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Epilithonimonas"
"SV779" "Eukaryota" NA NA NA NA NA
"SV780" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV781" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"SV782" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium"
"SV783" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium"
"SV784" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"SV785" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Helicobacter"
"SV786" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV787" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Erysipelotrichaceae_UCG-004"
"SV788" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacter"
"SV789" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Oceanibulbus"
"SV790" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Enhydrobacter"
"SV791" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Sporosarcina"
"SV792" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Demequinaceae" "Demequina"
"SV793" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"SV794" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV795" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"SV796" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV797" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Polaromonas"
"SV798" "Eukaryota" NA NA NA NA NA
"SV799" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV800" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV801" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV802" "Bacteria" "Proteobacteria" NA NA NA NA
"SV803" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV804" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-014"
"SV805" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" "Neochlamydia"
"SV806" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Family_XI" "Murdochiella"
"SV807" "Eukaryota" NA NA NA NA NA
"SV808" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Ruegeria"
"SV809" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Pseudorhodobacter"
"SV810" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Enterococcaceae" "Enterococcus"
"SV811" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Sutterella"
"SV812" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" "Coriobacteriaceae" "Enorma"
"SV813" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Pseudonocardia"
"SV814" "Bacteria" "Deferribacteres" "Deferribacteres" "Deferribacterales" "Deferribacteraceae" "Mucispirillum"
"SV815" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium"
"SV816" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Acidaminococcaceae" "Phascolarctobacterium"
"SV817" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"SV818" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Persicitalea"
"SV819" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV820" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" NA
"SV821" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV822" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Carnobacteriaceae" "Carnobacterium"
"SV823" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" NA
"SV824" "Bacteria" "Actinobacteria" "Actinobacteria" "Kineosporiales" "Kineosporiaceae" "Kineosporia"
"SV825" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium"
"SV826" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Dokdonella"
"SV827" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"SV828" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Kaistia"
"SV829" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Cellulomonadaceae" "Cellulomonas"
"SV830" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"SV831" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"SV832" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV833" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Halomonadaceae" "Halomonas"
"SV834" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"SV835" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" NA
"SV836" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV837" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV838" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfurovum"
"SV839" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Amaricoccus"
"SV840" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV841" "Bacteria" NA NA NA NA NA
"SV842" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminiclostridium_5"
"SV843" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium"
"SV844" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Psychrobacter"
"SV845" "Bacteria" "Cyanobacteria" "Melainabacteria" "Gastranaerophilales" NA NA
"SV846" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"SV847" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA
"SV848" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA
"SV849" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV850" "Eukaryota" NA NA NA NA NA
"SV851" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingorhabdus"
"SV852" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium"
"SV853" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus"
"SV854" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium"
"SV855" "Eukaryota" NA NA NA NA NA
"SV856" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV857" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV858" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" "Aurantimonas"
"SV859" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-005"
"SV860" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas"
"SV861" "Eukaryota" NA NA NA NA NA
"SV862" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV863" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV864" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV865" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia"
"SV866" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Jannaschia"
"SV867" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV868" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Blastopirellula"
"SV869" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV870" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV871" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Pusillimonas"
"SV872" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Megasphaera"
"SV873" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Octadecabacter"
"SV874" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"SV875" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetaceae" "Actinomyces"
"SV876" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV877" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV878" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"SV879" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV880" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Actinoplanes"
"SV881" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV882" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Phormidium"
"SV883" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-014"
"SV884" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodobiaceae" "Anderseniella"
"SV885" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV886" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminiclostridium_9"
"SV887" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodobiaceae" "Afifella"
"SV888" "Bacteria" "Tenericutes" "Mollicutes" "Mollicutes_RF9" NA NA
"SV889" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV890" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV891" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Anaerotruncus"
"SV892" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingobium"
"SV893" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Marisediminicola"
"SV894" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Burkholderia-Paraburkholderia"
"SV895" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Bergeyella"
"SV896" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"SV897" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus"
"SV898" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Rothia"
"SV899" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula"
"SV900" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Microcoleus"
"SV901" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV902" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV903" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Cetobacterium"
"SV904" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"SV905" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV906" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" NA NA
"SV907" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV908" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Leifsonia"
"SV909" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Cellulosilyticum"
"SV910" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Pseudahrensia"
"SV911" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Leadbetterella"
"SV912" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula"
"SV913" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Aminobacter"
"SV914" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV915" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV916" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"SV917" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Roseobacter"
"SV918" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"SV919" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" NA
"SV920" NA NA NA NA NA NA
"SV921" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium"
"SV922" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiales_Incertae_Sedis" "Candidatus_Microthrix"
"SV923" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"SV924" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "Blastocatella"
"SV925" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Carnobacteriaceae" "Carnobacterium"
"SV926" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV927" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Intestinimonas"
"SV928" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium"
"SV929" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"SV930" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV931" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Dokdonella"
"SV932" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-014"
"SV933" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV934" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Demequinaceae" "Demequina"
"SV935" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV936" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Rikenellaceae_RC9_gut_group"
"SV937" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV938" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Planktotalea"
"SV939" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Family_XI" "Gottschalkia"
"SV940" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV941" "Bacteria" "Tenericutes" "Mollicutes" "Mollicutes_RF9" NA NA
"SV942" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV943" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"SV944" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Barnesiella"
"SV945" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-014"
"SV946" "Bacteria" "Proteobacteria" NA NA NA NA
"SV947" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Variovorax"
"SV948" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula"
"SV949" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Subdoligranulum"
"SV950" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellaceae_Ga6A1_group"
"SV951" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Turicibacter"
"SV952" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Yaniella"
"SV953" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminiclostridium_9"
"SV954" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV955" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV956" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV957" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus"
"SV958" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV959" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Leptothrix"
"SV960" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"SV961" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Erysipelatoclostridium"
